DATASET_GRADIENT

SEPARATOR TAB
DATASET_LABEL	PC1
COLOR	#ff0000


#COLOR_MIN	#0000ff
#COLOR_MAX	#ff0000

DATA
Escualosa_thoracata	-2.5631607427456307
Secutor_insidiator	-2.1702492782220384
Coilia_mystus	-1.3255461615629751
Alburnus_baliki	-0.6516864572947912
Istigobius_decoratus	-2.4161235958007805
Pomacentrus_amboinensis	-1.1775112903211804
Torpedo_marmorata	3.5750963698497498
Equulites_elongatus	-1.971744267659273
Esox_lucius	1.313439803751033
Amolops_mantzorum	-0.7471380190126693
Merlangius_merlangus	0.3424195307211367
Rhodeus_amarus	-1.05531169458213
Alosa_pseudoharengus	-0.51352031720854
Hydromedusa_maximiliani	2.661544115327241
Piaractus_brachypomus	0.4889975821521706
Trematomus_bernacchii	1.3753478148808276
Lutjanus_argentiventris	0.2311570655485096
Sardinella_zunasi	-1.2569751489789682
Aegotheles_cristatus	1.1567422388502444
Decapterus_kurroides	-0.4620338906898088
Stegastes_rectifraenum	-1.015415233452825
Aphia_minuta	-2.3602259660910483
Hippocampus_erectus	-0.519775987231156
Poroderma_africanum	2.7161531507444296
Eremophilus_mutisii	-0.6348769991090771
Siganus_luridus	-0.9598638983113706
Hypostomus_albopunctatus	-0.4110587384723753
Melopsittacus_undulatus	0.882307605839544
Sillago_japonica	-1.0276566551206214
Trimma_nasa	-4.009846800368286
Platycephalus_caeruleopunctatus	-0.5631168926640968
Gambusia_punctata	-1.3570400087630958
Pomadasys_kaakan	0.1719063284852614
Euthynnus_affinis	0.05547483128134
Pelophylax_saharicus	-0.7329040247633282
Harengula_jaguana	-1.1546990680856637
Caiman_latirostris	3.876896964463803
Microstomus_pacificus	1.4359589622987838
Chrysiptera_biocellata	-1.2869197338715892
Chrosomus_neogaeus	-1.122717828466493
Plectropomus_pessuliferus	0.3726228160023621
Pomadasys_incisus	-0.3022522732409017
Lutjanus_synagris	-0.048981318672461
Macquaria_ambigua	0.5218169409605015
Parapocryptes_serperaster	-1.1989926521200056
Cynoscion_regalis	0.0066297453613386
Brycon_moorei	-0.6818253082816433
Rana_arvalis	-0.1676447057966151
Triturus_karelinii	-0.5441069330710603
Moenkhausia_dichroura	-1.6725288068772193
Brycon_amazonicus	-0.5083457989415684
Parophrys_vetulus	0.4131134837084078
Labeo_calbasu	0.2631574606654349
Gymnosarda_unicolor	0.9559937247674384
Trachurus_novaezelandiae	0.3690010560028766
Rhombosolea_plebeia	-0.7105704131900066
Aphanopus_carbo	0.2713493460839751
Allothunnus_fallai	0.7837782867443127
Cephalopholis_fulva	-0.0192276691381943
Caranx_hippos	0.3981863632239932
Pseudochaenichthys_georgianus	1.4259701989892657
Atrobucca_nibe	-0.3898932972677438
Myripristis_murdjan	-0.0525150385787377
Scophthalmus_rhombus	0.8679511656892206
Clupea_pallasii	0.4236487963840942
Alytes_cisternasii	-0.4634068202963913
Scomberomorus_maculatus	-0.3644203312031479
Stegastes_nigricans	-1.147084487785881
Stolephorus_nelsoni	-2.3603501669729816
Cnidoglanis_macrocephalus	1.5562032052775467
Pseudoplatystoma_punctifer	0.7398019982888512
Branchiostoma_floridae	-2.659253024435776
Gambusia_puncticulata	-1.543973909635316
Sarda_chiliensis	0.0392828849932075
Syngnathus_abaster	-1.26195201586253
Rastrelliger_brachysoma	-1.3427290367904623
Paramesotriton_hongkongensis	-0.5213985012907878
Iheringichthys_labrosus	-0.6128341273561507
Dendrochirus_brachypterus	-1.2385936801084825
Micralestes_acutidens	-1.8012613563252085
Python_sebae	4.004773179252345
Rastrineobola_argentea	-1.8116065154926504
Tylosurus_acus	0.5360447709213695
Apalone_spinifera	2.8421895028528192
Mormyrops_anguilloides	1.0790020909049356
Pelobates_syriacus	-0.7657218028281828
Cynoglossus_puncticeps	-1.099200856484987
Pontinus_kuhlii	-0.145145140427337
Paralabrax_clathratus	0.5788088802590936
Deltentosteus_quadrimaculatus	-1.3218037222391996
Sargocentron_rubrum	-0.5721415259269754
Silurus_glanis	1.8828877878009185
Sillago_ciliata	0.062237676817302
Pungitius_pungitius	-1.4067589597320116
Lycengraulis_grossidens	-1.0295227509931728
Lissotriton_boscai	-1.0449179396553383
Thryssa_hamiltonii	-1.601031819443867
Gallotia_galloti	0.4572772870362012
Betta_splendens	-1.5623694268016053
Ostorhinchus_doederleini	-2.370499761146961
Crocodylus_palustris	3.85401574000384
Orectolobus_halei	4.121249486299881
Rhinogobius_giurinus	-1.6028444752652635
Semaprochilodus_insignis	-0.8121460248363201
Siganus_spinus	-1.1732353873058845
Bombina_bombina	-0.9004064095311107
Hippocampus_reidi	-0.98458657510265
Scaphirhynchus_platorynchus	1.190670677850399
Tetrapturus_pfluegeri	0.5882614974417112
Rhynchotus_rufescens	1.7283954221530593
Carcharias_taurus	3.0169236129986245
Poecilia_latipinna	-0.6802446445833298
Brevoortia_tyrannus	-0.2294433025276915
Mitsukurina_owstoni	6.453533827964884
Fundulus_heteroclitus	-0.3684740799717056
Siniperca_chuatsi	-0.2987462302331082
Synodontis_nebulosus	-0.9984284822483502
Umbra_limi	-1.1748599897518723
Zaprora_silenus	0.9483250752716236
Apathya_cappadocica	0.3292219068355209
Furcifer_pardalis	0.4831643499381077
Dalatias_licha	3.642766302894762
Brycinus_macrolepidotus	-0.2582532249900485
